id,Rating,Reviews
0,1,micro scratch screen see looking used battery cca 91 health month old phone work look like new
6,1,come physical defect like buying one factory problem turn transfering data old phone great price
8,1,expecting phone good like better s22 performance great price thank
9,1,like phone upset mystery box ordered around 1st november heard
14,1,first time buying renewed cellphone tell pre owned look like new cellphone thanks seller accuracy description definitely buy renewed tech
17,1,far good phone slippery definitely need buy case safely grip phone bought refurbished phone 329 overall happy hopefully get 7 year like previous phone speaker volume phone call quiet
23,1,condition advertised happy purchase
24,1,ordered good condition phone look brand new put sim card everything worked perfectly thank macalegin electronics
28,1,battery life poor charge 2x day know refurbished phone thought would new battery believe great
31,1,good phone great camera bought water resistant trouble phone set text message samsung account good really pain battery life adequate paid 288 good value
32,1,lot research replacement old s8 teh s21 fe looked like good choice phone refurbished one say like new battery bit review state new s21 refurb clearly advertised least 80 new described worst thing s21 compared s8 camera s8 camera excellent s21 pretty bad use s8 quality year actually tempting get new screen s8 toss s21 due really obvious poor quality teh s21 camera samsung issue though vendor accurate description excellent product fast deliverysamsung cop bring back s8 camera
38,1,good quality camera thin light design nice display problem phone battery need charge twice even moderate internet consumer
44,1,good
47,1,like phone great shape arrived thing come voicemail app phone tell voicemail either
53,1,waste money new value warranty new
66,1,came week earlier expected happy phone gift son like
68,1,love wireless charging feature first time tried phone like new condition day everything seems work well installed compass app handy work like quality mechanical compass thanks great product
73,1,love phone far bought realize use sd card cool really need one arrived quickly great condition almost month use happy customer
75,1,received like new condition phone complaint
78,1,last ordered iphone 11 renewed got 81 bh like 85 90 close new little scratch cant seen distance time s21 fe complete jackpot man got almost new phone 99 battery health scratch anything complete new problem camera mic audio whatsoever thing ask aware buying renewed phone strictly read rewiews carefully seller different seller phone dont sold less price 235 240 buck option went 240 hit jackpot cause liked 240 seller reputation never regret didnt save money buying former one like average rating always go top rating seller
79,1,issue yet far good
86,1,excelente work like new phone happy
91,1,looking jump series great deal refurbished third price new one phone look like new come generic box detail better feature check youtube
95,1,item arrived well packaged content phone look 100 new happy
111,1,like said excellent condition corner sim card slot scratched phone saying imei empty good right
113,1,good around cellphone bell whistle budget friendly price great travel cell want risk loosing main cell
116,0,charger provided low quality different brand made china take 5 hour charge phone phone performance good charger big concern amount time required charge
126,1,brought phone one child use phone much far good issue keep eye give update anything arises price good happy purchase
129,1,bin using s21fe 3 week working good far
132,1,received samsung galaxy mail opened happy said excellent quality almost new meant scratch wonderful refurbishment phone everything remember series galaxy except lack power button one since s9 maybe loop threw little still take away phone though fast wonderful picture quality bunch space adore quality call sound perfect happy purchase
133,1,bought phone want tovget another contract let tell far phone perfect love giys company best phone complaint ever testing could look every angle perfect thats guy dont get expensive contract phone good thank keep good work
142,0,liked quality condition phone seem voice mail app installed
147,1,perfect movil phone excellent condition look like new
152,1,get charger bought model brand new better good condition battery still last long though
160,1,urgently needed get new cell never bought renewed one always bought new renewed cell listed excellent condition appears using almost 3 week issue wanted review dispel fear buying renewed phone guess gamble far good
165,0,physically device came seemingly good condition however began using randomly turned make call without wifi even sim card
167,1,good deal happy got little minor blemish really look excellent performer economy
262,1,took time reviewing product ok naman legit seller 2nd purchase already 1st tablet good thing able avail 0 interest spaylater freebie strap long quite big like hubby jist exact wrist kudos sent message delivery somebosy receive upon delivery asked rider said valuable item like protocol send msg first delivery
286,1,good accommodating seller good ung packaging wrap napaka secured totally recommend seller product keep business going quality time kudos
292,0,like new unlocked
299,1,good camera good battery life good performance amazing screen run android 14 issue phone get scratched easily
310,1,bought phone son birthday happy purchase price quality ratio perfect
315,1,good quality like
321,1,satisfied purchase seller cheapest price phone phone work great brand new super fast shipping
325,1,best feature okay good performance good super okay good tagal malowbat okay na okay legit thank seller dahil safe nareceive kahit wlaang add cost safe handling
348,1,work like brand new
379,1,phone work like old one great however big disappointment slot micro sd card phone additional storage limited internal 128 mb storage force store cloud
386,1,phone like new work great
388,1,android guy stopped buying brand new phone purchase reconditioned phone amazon lot difference phone looked worked good battery health good matter
396,1,honestly phone looked like brand new unopened super satisfied quick mine came good battery
405,1,grandson like
407,1,know phone expensive second phone buying phone worked great like brand new s21 fe 2 week 0 issue buy another time come
412,1,phone good condition use dual sin cer
420,0,getting son replace old name cell phone excited got time immediately started setting wifi would even turn even try connect network happy buy seller like new mean everything work
