id,Rating,Reviews
21,1,product promised happy purchase good quality like new 10 10 would order thus seller
44,1,good
73,1,love phone far bought realize use sd card cool really need one arrived quickly great condition almost month use happy customer
79,1,issue yet far good
85,1,great value quality performance par great battery life especially since upgrading s8 little scratch great sound video quality
129,1,bin using s21fe 3 week working good far
139,1,ordered 10 110pm easter took little bit set easy nice nice camera lightweight issue battery stay charged short time going take backup charger
149,1,great product clean easy activate packaging secure done care complaint
154,1,nice clean phone far
182,1,product quality superb quality upgraded amazfit gts mini 2 performance great display cool watch face best feature larger screen lightweight red button different function 3 day delivery 1500 worth voucher discount got 5384 plus free bud huawei gift 0 interest spaylater
187,1,best feature sleep step counter performance long lasting battery life product quality cheap high quality received item earlier stated used muna day really nice freebie worthy expect free item looking really nice love coffee tumbler watch used lot track sleep well really like use workout count step
190,1,excellent photo love feature im thrilled chose phone
196,1,performance great performance best feature price battery life product quality superb really good alternative apple watch especially price battery life 1500 nit peak brightness compare apple watch se 2 1000 nit sport workout feature importantly always display aod mode thank huawei amazing watch freebie discount
217,1,performance 9 10 product quality 9 10 best feature accuracy physical activity im one first batch order watch ive testing week great experience big upgrade old watch plus freebie nakita ko wala na hehe kaya buti naman naka una na must buy tip order rubber strap eto sakin yung new woven material workout course sweat stay woven material cause odor siyempre linalabahan ko bili nalang kayo market case strap
230,1,product quality nice sulittt best feature battery performance far love feature happy receive freebie discount quality tjis watch superb love collecting watch tjis one soo great great buy
239,1,delivery fast shock coz wrapped big thought freebie earbuds surprised box bag tumbler watch superb love much
244,1,product quality good best feature connectivity performance far good received item last 6 4 24 pleased freebie expect receive huge parcel happy purchase since got around 4 000 much great deal decided purchase watch fit 3 since using old watch fit 2 year na loving ever since
246,1,product quality good performance yet try best feature aesthetic function said pre order 14 day received next day placing order gahd beaut watched lot review first magpabudol
247,1,product quality great best feature cheap alternative apple watch performance superb hour since received watch far well love feature feel like cost justified design sleek big girl wrist color great hue ip 15 delivery shocking ordered 2 night ago within 48 hour already
251,1,best feature everything product quality good performance good super ganda love may kasama pang freebie na napakagandang portable coffee cup thank much seller
255,1,best feature high quality performance superb product quality amazing ang ganda price huawei amazing job packing amazing feature design hardware first smartwatch ko ito happy
256,1,product quality 10 performance perfect best feature answer call love handy im driving see certain message immediately need response answer make call yes text preset quick reply gps yes must install app
259,1,product quality superb best feature ntc feature performance good love watch got 5 596 plus freebie like bigger screen connect card ntc feature thank huawei
260,1,using watch week happy performance light weight great alternative much expensive smart watch battery performance superb never taking even washing dish lot alternative strap available cheaper price got freebuds coffee cup tote bag free purchase best part got watch pre order 4 900 spaylater zero interest payable 12 month yahooo
273,1,best feature free tumbler freebuds se 2 tote bag performance superb product quality great pricey brand pero worth talaga yung money mo dito compared sa basic watch ng ibang brand sulit masarap suotin madaming function mukhang apple watch nakuha ko noong first release discount voucher pay later zero interest worth budol overall extra money spend
288,1,product quality quality good performance good best feature light weight battery last day love good price useful consider buying battery superb securely packed awesome
293,1,product quality superb best feature everything great performance superb new hauwei user many year already huawei pro p30 phone huawei mate p40 huawei p60 pro huawei watch fit 1 gt3 watch know huawei superb quality along loyal happy came watch liking love size design etc still software quality unmatched really pricing lucky huawei priced high love wore everyday look feel beautiful worn never regret buying huawei watch fit 3 loyal huawei user
294,1,performance superb best feature everything product quality great great buy got 5 184 peso super love smart watch tried connecting iphone 15 pro strava app worked using 2 week feature great thanks huawei shopee coffee tumbler freebie
297,1,great buy love much paired new huawei pura 70 pro fast shipping ordered 7 7 arrived today 7 8 able take nap really waiting excited really sleep anymore thanks huawei reliable product
303,1,performance excellent product quality excellent best feature value money good specification reliable loved watch new huawei watch cause one bought reason bought upgrade aesthetic look functionality would definitely buy wife thank seller huawei another superb product shopee platform reliable delivery rider always took time contact customer delivery made
308,1,best feature super light performance excellent product quality excellent thank huawei shoppee discount watch nice helpful fitness health
314,1,product quality good performance 100 working best feature love feature happy buy shop super legit original dont regret buy shop super recomended pay via spaylater big discount less love
315,1,good quality like
343,1,performance good product quality good best feature easy access really like color wrist band look exactly shown picture love accessibility watch smooth easy use especially first timer wrist band soft easy wear smart watch definitely recommended daily use thank seller
360,1,performance great product quality great best feature great super like napakaclassy ng design like new feature fit 2 thank much napakabilis din na deliver
367,1,best feature product quality superb performance great great value money happy purchase track running calorie stay fit thank huawei item well packed impressed fast delivery given mindanao
381,1,love new phone due feature galaxie series offer went s5 a42 never pleased back using adequate series relatively inexpensive
399,1,product quality good best feature fitness monitoring performance nice far issue battery last 5 6 day compared apple watch feature need
