id,Rating,Reviews
21,1,product promised happy purchase good quality like new 10 10 would order thus seller
173,1,product quality 10 10 best feature battery life best feature battery life product quality 10 10
176,1,performance 10 10 product quality 10 10 best feature 10 10 worth price daming freebie almost ni applewatch se malakas din ang sound like phone kaloka ang ganda
197,1,performance super great product quality maganda matibay orig best feature 10 10 thank much seller love much thank freebie na excite ako ng sobra
203,1,best feature battery life product quality 100 10 performance 100 10 best feature battery life using three whole day battery percentage 51 shocked freebie 1 earbuds great sound quality 2 tote bag 3 tumbler thank huawei
213,1,performance 10 10 product quality 10 10 best feature 10 10 worth waiting though received item 9 day great deal come lot freebie big discount well got 4 995 00 thank huawei good offer
221,1,best feature built gps music product quality 9 5 10 performance 9 5 10 satisfied customer time na naglalog ang voice broadcast ng training plan hindi maulit run without phone thanks huawei
222,1,performance 10 10 best feature 10 10 product quality 10 10 bought 4999 thank sa voucher iphone 15 pro plano ko bumili ng apple watch se pero nung napanood ko yung mga review huawei watch fit 3 decided purchase one good alternative apple watch like design battery life feature plus ang dami pang freebie worth
223,1,product quality 10 10 performance 10 10 best feature io compatability love watch fit 3 parang apple watch better cheaper di ako nagsisi na nag pre order ako kasi ang daming freebie ganda ng freebuds se 2 tumbler tote bag thank huawei
234,1,performance 10 10 product quality 10 10 best feature long lasting battery performance thank huawei first smartwatch buti nakahabol pa ako sa madaming freebie bago naubos sulit ang pag aantay ng pre order last month
248,1,best feature fitness tracker product quality 10 10 super nice performance 10 10 matagal malowbat received item lot freebie huawei watch fit 3 nice look aesthetic come freebuds se2 na super tagal malowbat maganda ang sound quality free merch tumbler tote bag na super ganda obsessed easy connect iphone14promax issue able purchased using spay 0 interest
324,1,product quality 10 10 performance 10 10 best feature 10 10 muntik na ko bumili ng apple watch se 2nd gen pero buti na lang nakita ko bang buck ang kunat ng battery
351,1,scratch exactly advertised use amazon refurbished 10 10
359,1,product quality 10 10 best feature 10 10 performance 10 10 first order sa huawei hindi ako napahiya napaka ganda expected ko matagal sya dadating pero 2 day lang nandto na thank seller smooth transaction love new huawei watch
414,1,performance 10 10 best feature battery previously used huawei watch band 7 battery superb accurate sleep tracking 10x better apple watch fast delivery within 24hrs
419,1,performance 10 10 product quality 10 10 worth wait napakaganda nung watch totoo nga na pwde sya ipangtapat sa apple watch sobrang dami din ng feature ang angas pa ng porma
